eventID,sceneID,speakerID,Anna (1),Elsa (2),Olaf (3),King (4),Queen (5),Kristoff (6),Bulda (8),Grand Pabbie (9),Kai (10),Hans (11),Duke (12),Oaken (13),Gerda (14),Marshmallow (15)
65,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,13,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,14,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,14,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,14,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
126,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
129,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,14,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,15,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,15,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
166,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
188,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
193,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,17,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,17,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199,17,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,17,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,17,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,18,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,18,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
209,19,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
211,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
226,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
232,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
238,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
242,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
244,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
253,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
255,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
258,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
272,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
273,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
285,23,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
286,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,23,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
289,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
292,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
302,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,23,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
304,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
308,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,23,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
321,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,23,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
324,23,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
328,23,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
329,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,24,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,24,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
332,24,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333,24,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,24,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335,24,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
336,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,25,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
343,25,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
344,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
348,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
356,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
358,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
361,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,26,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
363,26,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
364,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
368,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,27,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
371,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
373,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,27,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
379,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
382,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
384,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
388,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
392,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
398,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
